"","main_id","proj_id","eligibility","eudract_id","nct_id","crossregistration_check","registry","trial_title","trial_name","lead_institution","lead_country","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","extraction_date_latest","publication_type","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","intervention_type","center_size","single_sponsor","completion_date_type","registered_euctr","registered_ctgov","sponsor_type","phase_recoded","sample_size","time_to_registration","recruitment_status_recoded","is_rct"
"36","2011-004188-65","39","Eligible","2011-004188-65","NCT01867697","Identified in manual search","euctr","Potentially resectable metastatic colorectal cancer with wild-type KRAS and BRAF: alternating chemotherapy plus cetuximab - A randomised phase II trial - Nordic 7.6","Nordic 8","Odense University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-02-09,NA,"Yes","2021-05-15",2011-12-23,2012-05-01,2019-03-29,"2019",NA,NA,NA,NA,778,NA,130,2653,NA,NA,"Any Completed, none Prematurely Ended","2",173,"Yes","Yes","Only non-industry","Yes","Yes","Masking","Medicinal product","large","Odense University Hospital",NA,"Yes","Yes","Only non-industry","II","100-500","Prospective registration","Completed","Yes"
"37","2011-005438-20","40","Eligible","2011-005438-20","NCT01821404","Identified in publication","euctr","Effects of short-term atorvastatin treatment on prostate cancer - a pre-surgical pilot trial 
 
 
 Lyhytaikaisen atorvastatiinin käytön vaikutus eturauhassyöpään - pilottitutkimus","Atorvastatin and prostate cancer 
 
 
 Atorvastatiini ja eturauhassyöpä","University of Tampere;Tampere University Hospital","Finland","Yes","10.1016/j.eururo.2018.06.037",30031572,"https://doi.org/10.1016/j.eururo.2018.06.037","2018-07-18","Systematic Google search",2022-12-23,"Journal publication","No",NA,2012-05-04,NA,2016-04-30,"2016",NA,NA,809,NA,NA,NA,NA,1457,NA,2266,"Any Completed, none Prematurely Ended","2",160,"No","No","Only non-industry","Yes","Yes","Open label","Medicinal product","small","University of Tampere",NA,"Yes","Yes","Only non-industry","II","100-500",NA,"Completed","Yes"
"38","2011-005822-23","41","Eligible","2011-005822-23","NCT01771328","Identified in manual search","euctr","CONTINUOUS SUBCUTANEOUS HYDROCORTISONE INFUSION IN CONGENITAL ADRENAL HYPERPLASIA","","Haukeland university hospital","Norway","No",NA,NA,NA,NA,NA,2023-01-22,NA,"No",NA,2013-01-10,NA,2017-02-20,"2017",NA,NA,NA,NA,NA,NA,NA,1502,NA,NA,"Any Completed, none Prematurely Ended","2",20,"Yes","Yes","Only non-industry","Yes","Yes","Masking","Medicinal product","large","Haukeland university hospital",NA,"Yes","Yes","Only non-industry","II","1-100",NA,"Completed","Yes"
"39","2011-005989-38","42","Eligible","2011-005989-38","NCT01725204","Automatically identified","euctr","A SAFETY AND EFFICACY STUDY OF ADDING LOW DOSE PEGYLATED IFN-ΑLPHA 2B TO STANDARD DOSE DASATINIB IN PATIENTS WITH NEWLY DIAGNOSED CHRONIC PHASE CHRONIC MYELOID LEUKEMIA","NordCML007","Norwegian University of Science and Technology","Norway","Yes","10.1038/leu.2016.121",27133821,"https://doi.org/10.1038/leu.2016.121","2016-05-02","Linked at the registration",2023-01-13,"Journal publication","No",NA,2012-05-22,NA,2019-03-19,"2019",NA,NA,-1051,NA,NA,NA,NA,2492,NA,1441,"Any Completed, none Prematurely Ended","2",35,"Yes","Yes","Only non-industry","Yes","No","Masking","Medicinal product","large","Norwegian University of Science and Technology",NA,"Yes","Yes","Only non-industry","II","1-100",NA,"Completed","No"
"40","2011-006040-79","43","Eligible","2011-006040-79",NA,"None found","euctr","The efficacy and safety of adding tocilizumab to methotrexate and intra-articular glucocorticosteroid treatment in early rheumatoid arthritis.
 A randomized, double-blinded, placebo-controlled trial.","DanACT Early","Aarhus University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-01-13,NA,"No",NA,2012-05-25,NA,2017-10-02,"2017",NA,NA,NA,NA,NA,NA,NA,1956,NA,NA,"Any Completed, none Prematurely Ended","4",180,"Yes","No","Only non-industry","Yes","Yes","Masking","Medicinal product","large","Aarhus University Hospital",NA,"Yes","No","Only non-industry","IV","100-500",NA,"Completed","Yes"
"41","2012-000451-13","44","Eligible","2012-000451-13","NCT02083991","Identified in manual search","euctr","A controlled randomized, open-label, multi-centre study evaluating if a steroid-free immunosuppressive protocol, based on single dose ATG-induction, low tacrolimus-dose and therapeutic drug monitoring of mycophenolate mofetil, reduces the incidence of new onset diabetes after transplantation, in comparison with a standard steroid-based protocol with low-dose tacrolimus.","SAILOR","Sahlgrenska University Hospital","Sweden","Yes","10.1016/j.ekir.2021.11.028",35155865,"https://www.sciencedirect.com/science/article/pii/S2468024921015527","2021-12-08","Systematic Google search",2023-02-02,"Journal publication","Yes","2021-06-15",2012-06-25,2012-06-01,2019-05-01,"2019","2019-05-01","2019",952,952,776,776,-24,2501,2501,3453,"Any Completed, none Prematurely Ended","0",223,"Yes","Yes","Only non-industry","Yes","Yes","Masking","Medicinal product","large","Sahlgrenska University Hospital",NA,"Yes","Yes","Only non-industry","Not given","100-500","Within 60 days after trial start","Completed","Yes"
"42","2012-000452-34","45","Eligible","2012-000452-34","NCT02040441","Automatically identified","euctr","Proteomic prediction and Renin angiotensin aldosterone system Inhibition prevention Of early diabetic nephRopathy In TYpe 2 diabetic patients with normoalbuminuria","PRIORITY","Steno Diabetes Center Copenhagen","Denmark","Yes","10.1016/S2213-8587(20)30026-7",32135136,"https://pubmed.ncbi.nlm.nih.gov/32135136/","2020-03-02","Linked at the registration",2023-01-27,"Journal publication","Yes","2020-10-23",2013-09-18,2014-03-25,2018-11-27,"2018","2018-11-26","2018",461,462,696,697,188,1896,1895,2357,"Any Completed, none Prematurely Ended","2",209,"Yes","Yes","Only non-industry","Yes","Yes","Open label","Medicinal product","small","Steno Diabetes Center Copenhagen",NA,"Yes","Yes","Only non-industry","II","100-500","Prospective registration","Completed","Yes"
"43","2012-000721-53","46","Eligible","2012-000721-53",NA,"None found","euctr","ITT-PMS Extension
 An extension study of intrathecal therapy with monoclonal antibodies in progressive multiple sclerosis","ITT-PMS Ext","University Hospital of Umeå","Sweden","Yes","10.1007/s00415-020-10210-0",32901316,"https://doi.org/10.1007%2Fs00415-020-10210-0","2020-09-08","Systematic Google search",2023-01-12,"Journal publication","Yes","2018-10-07",2012-10-16,2013-01-11,2018-06-07,"2018","2018-06-07","2018",824,824,122,122,87,2060,2060,2884,"Any Completed, none Prematurely Ended","2",19,"Yes","No","Only non-industry","No","No","Open label","Medicinal product","small","University Hospital of Umeå",NA,"Yes","No","Only non-industry","II","1-100","Prospective registration","Completed","No"
"44","2012-000747-26","47","Eligible","2012-000747-26",NA,"None found","euctr","Administration of S-Ketamine during spinal surgery to reduce postoperative pain 
 
 
 S- Ketamiinin annostelu selkäleikkauksen aikana leikkauksenjälkeisen kivun vähentämiseksi","","Helsinki University Hospital","Finland","Yes","10.1213/ANE.0000000000004729",32167978,"https://doi.org/10.1213/ane.0000000000004729","2021-01-01","Systematic Google search",2023-01-24,"Journal publication","No",NA,2012-04-02,NA,2019-01-15,"2019",NA,NA,717,NA,NA,NA,NA,2479,NA,3196,"Any Completed, none Prematurely Ended","4",192,"No","No","Only non-industry","Yes","Yes","Masking","Medicinal product","large","Helsinki University Hospital",NA,"Yes","No","Only non-industry","IV","100-500",NA,"Completed","Yes"
"45","2012-000808-16","48","Eligible","2012-000808-16","NCT01729156","Automatically identified","euctr","Effects of metformin on hepatic free fatty acid metabolism in type 2 diabetes asssessed by positron emission tomography 
 
 
 Effekten af metforminbehandling på leverens lipidomsætning bestemt ved Positron Emissions Tomografi hos nydiagnosticerede type 2 diabetikere","","Aarhus University Hospital","Denmark","Yes","10.1111/dom.13244",29405635,"https://doi.org/10.1111/dom.13244","2018-03-04","Linked at the registration",2023-02-10,"Journal publication","Yes","2019-09-24",2012-11-13,2013-01-01,2016-06-30,"2016","2016-06-16","2016",612,626,1181,1195,49,1325,1311,1937,"Any Completed, none Prematurely Ended","4",36,"No","No","Only non-industry","Yes","Yes","Open label","Medicinal product","large","Aarhus University Hospital",NA,"Yes","Yes","Only non-industry","IV","1-100","Prospective registration","Completed","Yes"
"46","2012-001051-39","49","Eligible","2012-001051-39","NCT01790737","Automatically identified","euctr","A prospective phase II study to assess immunophenotypic remission after three-drug in-duction followed by randomized stem cell mobilization, autologous stem cell transplantation and lenalidomide maintenance in patients with newly diagnosed multiple myeloma","First line treatment of myeloma with RVD, autologous stem cells and lenalidomide maintainance","Kuopio University Hospital","Finland","Yes","10.1038/bmt.2015.236",26437056,"https://doi.org/10.1038/bmt.2015.236","2015-10-05","Systematic Google search",2023-01-27,"Journal publication","No",NA,2012-09-26,NA,2018-09-30,"2018",NA,NA,-1091,NA,NA,NA,NA,2195,NA,1104,"Any Completed, none Prematurely Ended","2",80,"Yes","No","Only non-industry","No","Yes","Masking","Medicinal product","small","Kuopio University Hospital",NA,"Yes","Yes","Only non-industry","II","1-100",NA,"Completed","No"
"47","2012-001557-46","51","Eligible","2012-001557-46",NA,"None found","euctr","Perioperativ installation of ropivacain in mastectomy – with or without axillary lymph node dissection after sentinel node diagnostics or known lymph node metastasis – A double-blind, randomized clinical trial of the effect on postoperative pain 
 
 
 Perioperativ installation af ropivacain ved mastektomi – med eller uden aksilrømning efter sentinel node diagnostik eller kendte lymfeknudemetastaser - En dobbeltblindet randomiseret klinisk undersøgelse af den postoperative smertestillende effekt","","Odense University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-01-11,NA,"Yes","2021-06-12",2012-06-27,2012-11-23,2018-09-01,"2018","2018-09-01","2018",NA,NA,1015,1015,149,2257,2257,NA,"Any Prematurely Ended","4",30,"Yes","No","Only non-industry","Yes","Yes","Masking","Medicinal product","large","Odense University Hospital",NA,"Yes","No","Only non-industry","IV","1-100","Prospective registration","Terminated","Yes"
"48","2012-001816-42","52","Eligible","2012-001816-42","NCT02573922","Identified in publication","euctr","Opioidien aiheuttama mahasuolikanavan toiminnanhäiriö selkärankaleikkauspotilailla","","Kuopio University Hospital","Finland","Yes","10.1007/s12325-016-0456-9",27921252,"doi.org/10.1007/s12325-016-0456-9","2016-12-05","Linked at the registration",2023-02-01,"Journal publication","No",NA,2012-05-21,NA,2019-01-23,"2019",NA,NA,-779,NA,NA,NA,NA,2438,NA,1659,"Any Completed, none Prematurely Ended","4",180,"No","No","Only non-industry","Yes","Yes","Open label","Medicinal product","small","Kuopio University Hospital",NA,"Yes","Yes","Only non-industry","IV","100-500",NA,"Completed","Yes"
"49","2012-001912-53","53","Eligible","2012-001912-53","NCT01978418","Identified in manual search","euctr","Inhaled salbutamol in elective caesarean section 
 
 
 Salbutamoli-interventio elektiivisessä keisarileikkauksessa","","Helsinki University Hospital","Finland","No",NA,NA,NA,NA,NA,2023-02-01,NA,"No",NA,2012-11-06,NA,2019-02-25,"2019",NA,NA,NA,NA,NA,NA,NA,2302,NA,NA,"Any Prematurely Ended","2",62,"No","No","Only non-industry","Yes","Yes","Open label","Medicinal product","large","Helsinki University Hospital",NA,"Yes","Yes","Only non-industry","II","1-100",NA,"Terminated","Yes"
"50","2012-002211-25","54","Eligible","2012-002211-25","NCT01698138","Identified in manual search","euctr","Prevention of bladder dysfunction in acute spinal cord injury 
 
 A double-blind, randomized, placebo-controlled study to explore the effect of early treatment with Onabotulinumtoxin A in patients with detrusor overactivity due to spinal cord injury","","Oslo University Hospital","Norway","No",NA,NA,NA,NA,NA,2023-01-12,NA,"Yes","2021-09-08",2012-10-09,2012-08-01,2019-03-12,"2019","2019-03-12","2019",NA,NA,911,911,-69,2345,2345,NA,"Any Completed, none Prematurely Ended","4",9,"No","No","Only non-industry","Yes","Yes","Open label","Medicinal product","large","Oslo University Hospital",NA,"Yes","Yes","Only non-industry","IV","1-100",">60 days after trial start","Completed","Yes"
"51","2012-002275-33","55","Eligible","2012-002275-33",NA,"None found","euctr","Renal and cardiac effects of terlipressin and dobutamin in cirrhosis and ascites. A randomised study. 
 
 
 Renale og kardielle effekter af terlipressin og dobutamin ved cirrose og ascites. Et randomiseret studie.","Dobustress","Odense University Hospital","Denmark","Yes","10.1152/ajpgi.00328.2019",31841026,"https://journals.physiology.org/doi/epdf/10.1152/ajpgi.00328.2019","2019-12-16","Linked at the registration",2023-01-05,"Journal publication","Yes","2021-06-24",2014-01-15,2013-08-01,2018-05-24,"2018","2018-05-24","2018",571,571,1127,1127,-167,1590,1590,2161,"Any Completed, none Prematurely Ended","4",25,"No","No","Only non-industry","Yes","Yes","Open label","Medicinal product","large","Odense University Hospital",NA,"Yes","No","Only non-industry","IV","1-100",">60 days after trial start","Completed","Yes"
"52","2012-002321-30","56","Eligible","2012-002321-30",NA,"None found","euctr","Randomized phase II trial with irinotecan as monotherapy compared to irinotecan and bevacizumab (BevIri) for patietns with platinum resistant non-resectable esophagus-, cardia or gastric cancer 
 
 
 Randomiseret fase II forsøg med irinotecan som monoterapi sammenlignet med irinotecan og bevacizumab (BevIri) til patienter med platin resistent ikke-resektabel esofagus-, cardia eller ventrikelcancer (ECV)","BevIri","Odense University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-02-20,NA,"Yes","2021-03-14",2012-11-02,2012-09-03,2016-05-02,"2016",NA,NA,NA,NA,1777,NA,-60,1277,NA,NA,"Any Completed, none Prematurely Ended","2",50,"Yes","No","Only non-industry","No","Yes","Masking","Medicinal product","large","Odense University Hospital",NA,"Yes","No","Only non-industry","II","1-100","Within 60 days after trial start","Completed","No"
"53","2012-002327-15","57","Eligible","2012-002327-15",NA,"None found","euctr","Phase II study with temozolomide and capecitabine for patients with refractory colorectal cancer 
 
 
 Fase II forsøg med temozolomid og capecitabin til patienter med behandlingsresistent kolorektalcancer","TEM","Odense University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-02-01,NA,"Yes","2021-03-11",2013-02-27,2013-01-01,2016-09-21,"2016",NA,NA,NA,NA,1632,NA,-57,1302,NA,NA,"Any Completed, none Prematurely Ended","2",42,"Yes","No","Only non-industry","No","No","Open label","Medicinal product","large","Odense University Hospital",NA,"Yes","No","Only non-industry","II","1-100","Within 60 days after trial start","Completed","No"
"54","2012-002477-59","58","Eligible","2012-002477-59","NCT01797718","Automatically identified","euctr","Constitutional Delay of Growth and Puberty: towards evidence-based treatment 
 
 
 Viivästyneen puberteetin hoito aromataasin estäjällä: randomisoitu kontrolloitu kliininen lääketutkimus","","Helsinki University Hospital","Finland","Yes","10.1016/S2352-4642(18)30377-8",30612946,"https://doi.org/10.1016/S2352-4642(18)30377-8","2019-01-04","Linked at the registration",2023-01-27,"Journal publication","Yes","2020-01-26",2012-11-20,2013-10-03,2018-02-05,"2018","2018-01-31","2018",333,338,720,725,317,1903,1898,2236,"Any Completed, none Prematurely Ended","2",35,"Yes","No","Only non-industry","Yes","Yes","Masking","Medicinal product","large","Helsinki University Hospital",NA,"Yes","Yes","Only non-industry","II","1-100","Prospective registration","Completed","Yes"
"55","2012-002776-14","59","Eligible","2012-002776-14","NCT01849926","Automatically identified","euctr","Ibuprofen versus mecillinam for uncomplicated cystitis in adult, non-pregnant women 
 
 
 Ibuprofen versus mecillinam til ukompliceret cystitis hos voksne, ikke-gravide kvinder","Ibuprofen versus pivmecillinam til behandlingen af blærebætenselse","University of Oslo","Norway","Yes","10.1371/journal.pmed.1002569",29763434,"https://doi.org/10.1371/journal.pmed.1002569","2018-05-01","Linked at the registration",2023-01-12,"Journal publication","Yes","2021-06-10",2012-11-06,2013-04-11,2016-06-07,"2016","2016-06-07","2016",693,693,1829,1829,156,1309,1309,2002,"Any Completed, none Prematurely Ended","0",383,"Yes","Yes","Only non-industry","Yes","Yes","Open label","Medicinal product","small","University of Oslo",NA,"Yes","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
